CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
10426,819,Spain,Male,54,1,151531.52,1,0,1,24525.32,0
10427,724,Germany,Male,24,4,112694.09,3,0,1,61960.74,0
10428,371,France,Female,63,0,24000.55,2,1,0,147160.38,1
10429,587,Spain,Female,52,9,0.0,1,1,0,62773.85,0
10430,507,Spain,Male,62,3,0.0,1,1,1,77172.44,0
10431,387,Spain,Female,30,9,158443.41,2,1,1,103166.78,0
10432,579,Spain,Male,27,4,0.0,2,1,0,102547.2,0
10433,714,Germany,Female,19,1,182122.5,1,1,1,143235.82,0
10434,400,Germany,Female,23,4,2966.03,2,1,0,130771.16,0
10435,787,France,Female,25,9,161820.64,2,1,0,122183.34,0
10436,613,Germany,Male,53,3,0.0,2,0,1,143469.68,0
10437,632,France,Male,42,7,0.0,3,1,0,46153.33,1
10438,376,France,Male,61,0,26038.89,2,1,1,98302.32,0
10439,575,France,Male,64,4,16255.82,2,1,0,134771.56,0
10440,626,France,Male,57,10,0.0,1,1,1,99258.65,0
10441,635,France,Male,24,9,125749.05,2,0,0,146951.76,0
10442,446,Germany,Male,63,0,125934.53,2,1,0,28547.62,1
10443,633,Spain,Male,40,9,197382.74,1,1,1,74309.62,0
10444,716,Spain,Female,36,9,0.0,2,1,1,146943.99,0
10445,797,France,Female,63,3,0.0,1,1,1,66241.68,0
10446,830,Germany,Female,39,7,124884.99,1,0,1,114840.11,0
10447,802,Germany,Male,30,0,165121.73,1,1,1,19104.39,0
10448,666,Germany,Female,38,10,0.0,2,1,1,108803.01,0
10449,653,France,Female,18,1,160624.83,3,1,1,141174.61,0
10450,496,France,Male,36,0,0.0,1,1,1,66665.35,0
10451,353,France,Male,50,10,0.0,2,1,1,17875.48,0
10452,384,France,Female,21,6,171259.87,1,0,1,18767.82,0
10453,541,France,Male,59,1,0.0,3,1,0,135423.15,1
10454,398,Germany,Male,20,0,43337.33,2,0,1,112539.67,0
10455,366,France,Male,44,5,33944.69,2,1,0,29402.66,0
10456,521,France,Male,69,5,31.55,2,0,0,22369.69,1
10457,569,France,Female,58,9,143647.6,1,0,0,123651.42,1
10458,507,France,Female,52,1,22219.44,2,1,1,124331.19,0
10459,826,France,Male,45,0,0.0,3,1,1,31270.45,0
10460,395,France,Male,23,9,59575.27,1,1,1,55705.25,0
10461,722,France,Female,23,2,112075.97,2,1,0,120303.52,0
10462,355,Germany,Female,72,9,0.0,3,1,0,85930.63,1
10463,448,Germany,Male,74,4,0.0,1,1,1,144138.96,1
10464,729,France,Female,61,5,11127.73,2,1,0,79943.46,0
10465,582,France,Male,40,2,24787.84,3,1,0,106389.32,0
10466,386,Germany,Male,50,8,99842.3,2,1,0,83820.75,1
10467,629,France,Female,33,10,0.0,1,1,1,142300.34,0
10468,698,France,Male,41,4,0.0,1,1,0,68818.98,0
10469,846,Germany,Female,22,1,0.0,1,0,0,46022.52,0
10470,651,France,Female,58,9,0.0,2,1,1,59095.57,0
10471,530,Spain,Female,59,5,138363.72,2,0,0,130124.65,1
10472,444,Spain,Male,30,7,24323.63,2,1,1,82221.71,0
10473,448,France,Male,64,10,13009.19,1,0,0,62824.06,1
10474,537,France,Male,29,5,0.0,1,1,0,88475.1,0
10475,830,Germany,Male,22,3,0.0,2,0,1,32986.01,0
10476,465,France,Female,54,5,83491.21,2,1,1,15723.51,0
10477,540,France,Female,48,7,0.0,3,1,1,52878.93,0
10478,602,Spain,Female,45,7,151266.36,2,1,1,96675.77,0
10479,818,Spain,Female,45,9,155992.44,2,1,0,111076.9,0
10480,765,France,Female,47,1,95575.46,2,1,0,126592.48,0
10481,820,Germany,Male,35,7,85976.55,2,1,0,140099.58,0
10482,510,France,Male,61,5,2205.62,1,1,1,70635.17,0
10483,605,Germany,Female,44,1,185311.42,3,1,1,114969.77,1
10484,672,Germany,Male,52,0,120661.58,2,1,1,25080.85,0
10485,477,Spain,Male,43,5,40630.79,1,1,0,22766.55,0
10486,367,France,Male,74,6,0.0,1,1,1,31847.73,1
10487,630,Germany,Female,56,9,182986.38,1,1,1,75556.83,1
10488,839,France,Male,66,4,0.0,2,0,1,43522.99,0
10489,572,Spain,Female,68,9,174811.31,1,1,1,53734.87,1
10490,403,France,Female,35,7,199556.88,1,1,1,102463.82,0
10491,407,France,Male,50,10,48937.24,2,1,0,63400.49,0
10492,672,France,Male,42,8,0.0,1,1,0,90245.16,0
10493,709,Germany,Male,73,3,0.0,2,1,0,70674.51,1
10494,523,Germany,Female,48,6,0.0,1,1,0,37810.85,1
10495,629,France,Female,54,7,19687.51,2,0,0,24992.7,0
10496,463,France,Female,19,5,195884.1,1,1,0,46891.25,0
10497,637,Spain,Female,50,1,59204.91,1,0,0,22789.56,0
10498,780,France,Male,56,6,174178.36,1,0,1,98512.61,0
10499,691,France,Male,60,8,825.43,2,1,1,122421.88,0
10500,500,Spain,Female,60,4,0.0,2,1,1,60865.0,0
10501,799,Spain,Male,49,1,93174.26,1,0,0,67259.99,0
10502,476,Germany,Male,35,3,47742.94,2,1,0,125185.79,0
10503,504,France,Male,34,2,0.0,1,1,0,45052.74,0
10504,839,France,Male,51,3,0.0,4,0,1,31086.64,1
10505,735,Spain,Male,56,9,15497.16,3,0,1,82650.95,1
10506,823,Germany,Male,24,6,0.0,2,0,0,102235.67,0
10507,622,Spain,Male,59,9,0.0,2,0,1,95953.35,0
10508,453,Spain,Male,71,7,37120.81,2,1,0,111372.86,1
10509,766,France,Female,70,0,0.0,2,1,1,22661.41,0
10510,742,Germany,Female,52,7,83214.05,2,1,0,72807.22,0
10511,648,France,Male,47,4,18686.37,3,0,0,47207.02,1
10512,595,France,Female,29,6,0.0,2,1,1,117481.37,0
10513,525,Spain,Male,52,10,18167.64,2,1,1,132818.62,0
10514,388,France,Male,28,10,25787.46,2,1,1,52980.33,0
10515,826,France,Female,61,0,47921.97,2,1,1,27854.44,0
10516,519,Germany,Female,74,1,171905.54,2,1,0,49212.77,1
10517,596,France,Female,21,0,0.0,1,0,0,29041.15,0
10518,375,Spain,Male,42,4,0.0,1,1,1,58526.99,0
10519,704,France,Male,65,5,0.0,1,1,1,87656.81,0
10520,655,Germany,Female,49,9,54489.29,2,0,1,146446.93,0
10521,758,France,Male,37,8,109831.14,1,0,0,68914.98,0
10522,757,France,Male,67,7,144370.63,4,0,1,44705.39,1
10523,362,Germany,Female,48,6,198674.56,2,1,0,37518.23,1
10524,665,Germany,Female,21,4,26314.14,2,0,1,38360.37,0
10525,740,France,Female,71,2,9858.4,1,0,1,41000.69,1
10526,662,France,Male,55,8,138871.18,2,1,1,117906.05,0
10527,385,Germany,Female,70,4,166445.16,2,1,1,23238.74,1
10528,522,Spain,Male,64,2,169269.76,2,0,0,149649.37,1
10529,369,Germany,Male,18,2,135692.71,1,1,0,85562.66,0
10530,670,Germany,Female,20,2,190803.16,2,1,1,88476.71,0
10531,613,France,Male,54,5,102200.95,2,1,0,63271.12,1
10532,843,France,Male,39,0,182762.96,2,1,1,108184.47,0
10533,749,Spain,Female,34,10,0.0,3,1,1,78646.61,0
10534,491,France,Male,31,3,0.0,2,1,1,59423.27,0
10535,809,France,Male,58,7,61951.71,4,0,1,50793.68,1
10536,720,Germany,Male,52,2,39243.13,2,1,1,139962.91,0
10537,820,Spain,Male,30,4,0.0,4,1,1,54283.58,0
10538,492,Germany,Male,52,1,0.0,2,1,0,73913.09,0
10539,441,Spain,Female,60,1,175551.67,1,1,1,62296.09,0
10540,703,Spain,Female,19,10,20006.33,1,1,1,26634.14,0
10541,671,France,Male,73,6,51548.01,1,0,0,40101.14,1
10542,637,France,Female,64,9,0.0,1,0,1,40582.77,0
10543,564,France,Male,30,2,18997.33,1,0,1,108642.68,0
10544,796,France,Male,68,4,0.0,1,1,1,69889.03,0
10545,691,Germany,Female,71,2,0.0,2,0,0,120565.62,1
10546,400,France,Male,33,5,0.0,1,1,1,110708.37,0
10547,502,France,Female,35,9,31626.53,1,0,0,40926.72,0
10548,535,France,Male,24,2,0.0,2,1,1,90993.78,0
10549,412,France,Female,62,7,89508.45,2,0,0,115292.69,1
10550,539,France,Male,53,1,0.0,4,1,1,100460.79,1
10551,474,France,Male,58,2,93573.98,2,1,0,96002.23,1
10552,499,France,Male,47,7,0.0,1,1,0,114847.47,0
10553,663,France,Female,59,7,28365.77,1,1,0,22665.4,0
10554,407,France,Female,58,0,749.02,1,1,0,113741.96,1
10555,691,Germany,Female,24,7,106431.5,1,0,1,51808.46,0
10556,654,France,Male,32,9,21431.34,1,0,1,92202.75,0
10557,529,France,Male,57,1,0.0,4,0,0,47711.17,1
10558,519,Spain,Male,36,6,117854.35,1,1,0,128240.37,0
10559,675,France,Female,60,5,55137.18,1,0,0,79875.51,0
10560,620,Germany,Female,54,1,35044.86,1,0,1,101797.06,0
10561,403,Spain,Male,19,4,154944.32,2,1,0,122201.08,0
10562,840,France,Female,59,6,189358.23,1,1,0,135867.56,1
10563,793,Spain,Male,65,7,0.0,1,1,0,113828.38,1
10564,450,France,Female,72,2,0.0,1,1,0,35083.76,1
10565,830,Spain,Female,30,0,192002.53,1,1,0,130361.87,0
10566,613,France,Male,57,6,7556.84,1,1,0,98508.02,0
10567,402,Germany,Male,58,4,195526.47,2,0,1,97275.72,1
10568,409,France,Female,60,4,928.9,1,1,1,139380.98,0
10569,841,Spain,Female,60,6,174733.73,2,1,0,48592.26,0
10570,457,Spain,Female,72,0,61465.04,2,0,1,47344.33,1
10571,354,France,Male,48,7,0.0,2,1,0,84281.13,0
10572,452,France,Male,33,9,63389.06,1,1,1,116366.51,0
10573,545,Spain,Male,59,4,130861.26,1,0,0,75377.5,1
10574,611,Germany,Female,73,7,16006.51,1,1,1,100575.34,1
10575,714,France,Female,61,9,48465.96,2,0,1,76090.84,0
10576,829,Germany,Male,74,9,154735.87,2,1,0,97402.27,1
10577,721,Germany,Male,23,4,0.0,1,1,1,126005.41,0
10578,699,Germany,Male,45,6,185593.81,2,1,1,39364.35,0
10579,396,France,Male,49,9,85750.28,2,0,1,108876.1,0
10580,704,Spain,Male,61,2,0.0,2,0,0,121302.47,0
10581,660,France,Male,27,1,89791.09,1,0,0,75360.04,0
10582,773,Germany,Male,67,5,0.0,2,0,1,58636.53,1
10583,657,France,Male,35,4,191966.88,1,1,0,16828.48,0
10584,493,France,Female,21,8,0.0,2,1,1,122609.18,0
10585,618,Spain,Male,26,9,177184.73,1,1,0,59271.72,0
10586,719,France,Male,24,3,0.0,1,1,1,63236.78,0
10587,473,Germany,Male,67,10,42136.08,2,1,1,60360.83,1
10588,455,Germany,Male,25,2,124858.08,2,1,0,82329.81,0
10589,507,Spain,Male,60,8,14536.46,1,1,1,109837.44,0
10590,496,France,Male,24,7,167342.14,1,0,0,119201.52,0
10591,494,Spain,Female,58,5,34909.18,2,1,0,67997.05,1
10592,469,France,Female,57,0,0.0,3,1,0,104518.77,1
10593,668,France,Female,20,9,0.0,2,1,0,112292.37,0
10594,624,Germany,Male,34,10,0.0,4,1,0,55083.84,1
10595,441,France,Female,19,0,170983.39,1,1,1,28043.9,0
10596,407,France,Female,32,5,194848.51,2,0,0,135779.87,0
10597,788,Germany,Male,63,2,87898.5,2,0,0,106410.66,0
10598,695,France,Male,46,2,0.0,2,1,0,102494.91,0
10599,578,France,Female,67,5,149823.12,1,1,0,22951.84,1
10600,823,Germany,Male,65,2,113034.65,2,1,1,125412.86,0
10601,466,France,Male,69,10,89578.27,2,1,0,91417.31,1
10602,667,Germany,Female,39,9,61853.78,2,1,1,129464.4,0
10603,628,Germany,Female,21,5,0.0,2,1,0,146565.76,0
10604,476,Germany,Male,74,4,0.0,2,0,1,144208.54,1
10605,742,Spain,Male,69,3,151402.37,2,0,0,130572.06,1
10606,745,France,Male,23,7,108778.74,1,0,0,16477.9,0
10607,478,France,Female,55,1,175369.55,1,1,1,134573.17,0
10608,407,Germany,Male,43,10,0.0,2,1,0,25133.41,0
10609,471,Germany,Male,28,6,47652.48,3,0,1,129911.19,0
10610,350,Spain,Female,43,3,170218.38,1,0,1,52823.5,1
10611,588,France,Male,34,1,111443.81,2,1,0,97359.23,0
10612,639,France,Female,41,6,0.0,1,1,1,20139.21,0
10613,445,France,Male,45,0,124701.56,1,1,1,119109.53,0
10614,475,Spain,Male,52,3,0.0,2,1,1,30080.33,0
10615,467,France,Female,48,8,168881.12,2,0,1,70442.9,0
10616,397,Germany,Male,30,3,0.0,1,1,0,125355.21,0
10617,438,Spain,Male,71,2,145288.27,2,0,1,108872.11,1
10618,837,France,Male,52,9,19107.24,2,1,1,15815.76,0
10619,586,Spain,Female,33,9,79204.87,3,1,0,69409.37,1
10620,722,France,Female,32,1,0.0,1,1,1,20660.21,0
10621,734,Spain,Female,60,2,0.0,2,1,0,105922.48,0
10622,621,Spain,Male,35,0,31988.16,1,1,1,145808.05,0
10623,538,Germany,Male,64,9,55552.81,1,1,0,103460.27,1
10624,836,Germany,Male,54,7,65963.16,2,1,0,45290.28,0
10625,541,France,Female,65,0,130073.11,2,1,1,62956.46,0
10626,796,France,Male,65,2,151398.95,1,0,0,146847.83,1
10627,418,Spain,Female,66,2,149905.32,3,1,0,45247.08,1
10628,627,France,Male,58,1,101974.81,2,1,0,90806.42,0
10629,698,France,Female,44,4,162164.11,2,1,1,69061.26,0
10630,596,France,Female,72,9,0.0,2,1,1,118722.57,1
10631,800,Spain,Female,52,2,24776.11,1,1,0,132097.55,0
10632,425,France,Male,69,2,112888.37,2,1,0,61013.03,1
10633,503,Spain,Male,62,7,190460.28,1,1,0,104153.51,1
10634,493,Germany,Male,71,3,0.0,2,0,1,89121.44,0
10635,784,France,Male,52,3,115740.13,1,0,0,52590.01,0
10636,834,France,Male,45,2,0.0,1,1,0,51712.01,0
10637,435,France,Male,56,10,186112.41,2,1,0,87715.27,1
10638,534,Germany,Male,55,0,85668.56,1,1,1,35790.39,1
10639,634,France,Female,26,7,66278.83,1,1,1,124459.34,0
10640,811,France,Female,29,0,195448.31,1,1,1,24315.65,0
10641,569,France,Male,32,6,0.0,2,1,0,27767.56,0
10642,418,Germany,Female,38,4,64608.72,2,1,1,61200.55,0
10643,396,France,Male,69,3,0.0,1,1,1,30942.39,1
10644,846,Germany,Male,52,3,83015.63,1,1,0,79219.5,0
10645,443,Germany,Male,59,7,29819.14,1,0,0,68956.25,1
10646,587,France,Female,50,10,191563.86,2,0,0,112444.32,0
10647,795,Germany,Male,68,10,80862.49,2,1,1,143655.56,0
10648,849,France,Male,36,5,175065.82,1,1,1,116730.41,0
10649,802,Germany,Female,72,0,0.0,1,0,1,39225.57,1
10650,553,Spain,Male,40,9,109574.16,1,0,0,141295.37,0
10651,749,Germany,Female,30,7,4792.28,1,1,0,67938.01,0
10652,567,France,Female,61,1,152844.1,1,1,1,79015.56,1
10653,823,France,Female,18,5,0.0,2,0,0,71912.79,0
10654,781,France,Male,68,8,0.0,1,0,1,52873.85,0
10655,690,France,Male,46,0,0.0,2,1,1,135830.98,0
10656,388,France,Male,41,5,42207.67,2,1,0,59852.25,0
10657,449,France,Male,33,7,14866.17,1,0,0,93110.52,0
10658,638,France,Male,42,9,57782.86,2,1,1,47404.53,0
10659,603,France,Male,72,1,0.0,2,1,0,122645.68,0
10660,571,Germany,Female,40,4,0.0,1,1,1,119516.82,0
10661,706,France,Female,45,5,0.0,2,1,0,55002.14,0
10662,372,France,Male,64,4,0.0,1,1,1,107009.8,1
10663,599,France,Male,33,2,54605.76,2,1,1,110022.93,0
10664,359,France,Male,60,3,48901.5,2,1,1,90939.04,0
10665,595,Germany,Male,73,6,27411.94,2,0,1,96080.78,1
10666,674,France,Female,55,3,169814.17,2,1,1,92551.38,0
10667,449,Spain,Female,28,8,0.0,2,1,0,26051.69,0
10668,639,Germany,Female,20,10,37302.2,2,1,0,105485.82,0
10669,529,Germany,Female,32,9,35441.88,2,0,0,78419.63,0
10670,572,Spain,Female,18,1,174607.12,1,1,0,74191.73,0
10671,743,Germany,Female,24,4,148546.17,2,0,0,131099.89,0
10672,599,Germany,Male,18,7,131879.82,1,1,0,18135.61,0
10673,496,Spain,Female,66,4,81372.82,1,0,1,48927.51,1
10674,791,Spain,Male,49,9,0.0,2,1,1,31389.47,0
10675,445,Spain,Male,26,7,195890.15,1,1,0,19771.04,0
10676,606,Spain,Male,46,7,159447.92,1,1,1,52216.39,0
10677,674,Spain,Male,43,8,60355.84,2,0,0,148444.3,0
10678,842,France,Female,40,9,169512.96,1,1,0,51480.94,0
10679,353,France,Male,62,5,0.0,1,1,1,104600.29,1
10680,365,France,Male,60,3,59416.11,2,1,0,30970.35,0
10681,629,France,Male,46,10,85310.57,2,0,1,96249.43,0
10682,685,France,Female,69,2,0.0,2,0,0,147905.0,1
10683,596,France,Male,55,4,0.0,2,1,0,54398.07,0
10684,607,Spain,Female,50,5,0.0,2,1,0,129490.21,0
10685,846,France,Female,24,2,53502.37,2,0,1,149672.14,0
10686,825,Germany,Female,29,1,164011.87,1,1,1,94454.8,0
10687,733,France,Female,48,6,199121.74,2,1,1,56769.15,0
10688,509,France,Male,49,10,15323.96,2,0,1,105926.72,0
10689,824,Spain,Male,71,4,0.0,1,1,0,129054.51,0
10690,689,Spain,Female,37,8,0.0,1,1,1,38132.28,0
10691,501,France,Male,72,2,157790.18,1,1,0,76089.63,1
10692,745,Germany,Male,68,7,151999.43,2,1,0,58090.34,1
10693,527,Germany,Female,34,5,0.0,1,1,1,53253.46,0
10694,512,France,Male,53,3,90770.65,2,0,0,131210.87,0
10695,729,France,Female,20,8,0.0,2,0,0,71923.29,0
10696,382,Germany,Male,18,4,194788.12,2,0,1,60775.31,0
10697,766,Spain,Female,67,9,0.0,1,1,1,96473.92,0
10698,794,Spain,Male,44,5,184628.78,2,1,1,44619.21,0
10699,528,Germany,Female,70,8,0.0,1,1,0,46035.62,1
10700,776,France,Male,64,6,197814.89,2,0,0,85238.98,1
10701,450,France,Male,57,4,0.0,2,1,1,70251.82,0
10702,617,France,Female,50,1,92702.3,1,1,1,54822.62,0
10703,672,Germany,Male,37,3,122678.09,3,1,1,22283.4,1
10704,414,Spain,Male,31,1,0.0,1,1,1,85304.52,0
10705,766,Spain,Male,53,2,54834.77,4,1,1,125242.24,1
10706,517,France,Female,22,9,0.0,1,1,0,129935.92,0
10707,679,France,Male,40,2,0.0,1,0,1,46784.4,0
10708,392,France,Female,62,3,69534.35,1,1,1,95951.56,1
10709,393,Spain,Male,73,5,152571.1,1,1,1,130543.98,1
10710,634,Spain,Male,32,2,121594.23,2,1,0,70178.0,0
10711,746,France,Female,23,9,0.0,2,0,1,140838.47,0
10712,361,Germany,Female,50,0,170447.3,2,1,1,136902.1,1
10713,444,France,Female,72,0,120273.53,1,0,1,43098.08,1
10714,651,Germany,Female,36,8,192171.12,1,1,1,49960.25,0
10715,735,France,Male,30,8,134037.09,2,1,0,39359.67,0
10716,602,Spain,Male,46,4,0.0,1,1,0,41467.34,0
10717,848,France,Male,23,8,0.0,2,0,0,137561.38,0
10718,591,Germany,Female,32,10,129699.52,2,1,0,140703.62,0
10719,384,France,Female,33,6,0.0,1,1,1,22006.13,0
10720,564,France,Male,41,8,2982.05,2,0,0,95136.45,0
10721,686,France,Male,40,6,25880.6,2,1,1,91171.26,0
10722,439,France,Male,65,8,0.0,2,0,0,67723.93,1
10723,613,France,Female,27,1,85909.82,1,1,0,100279.18,0
10724,442,Germany,Male,71,10,97488.09,1,1,0,142894.66,1
10725,759,France,Male,58,10,0.0,1,1,1,37984.41,0
10726,807,Germany,Male,58,7,134678.32,1,1,0,31255.47,1
10727,439,Spain,Female,66,6,119227.61,1,1,0,19507.73,1
10728,767,Spain,Female,34,5,58892.82,2,1,1,64117.5,0
10729,464,France,Female,66,4,2731.98,2,0,1,60579.84,1
10730,454,France,Male,73,3,15529.58,2,1,1,73160.66,0
10731,740,Germany,Male,61,6,78338.96,1,1,0,82946.85,0
10732,545,Germany,Female,62,2,30794.87,3,1,0,117306.24,1
10733,663,France,Female,47,7,75363.92,1,1,1,67935.31,0
10734,463,France,Male,61,1,125636.52,2,0,1,59632.77,0
10735,842,France,Male,63,0,109447.49,3,1,1,126628.64,0
10736,424,Germany,Male,27,10,0.0,2,1,0,129722.55,0
10737,762,France,Male,72,1,0.0,4,1,0,46423.41,1
10738,725,France,Female,36,8,122806.24,2,0,0,57480.7,0
10739,769,Germany,Male,46,4,172171.01,1,1,1,126390.71,0
10740,566,France,Male,19,10,150642.69,1,0,0,25720.11,0
10741,626,France,Male,53,7,110680.01,1,1,1,58989.32,0
10742,598,Spain,Male,36,2,72458.6,1,1,0,75527.26,0
10743,513,Germany,Male,24,6,0.0,2,1,1,40254.67,0
10744,743,France,Male,43,1,175883.46,1,1,0,39288.42,0
10745,706,France,Male,32,7,7848.72,2,1,1,72356.38,0
10746,806,France,Female,64,6,197596.53,1,1,0,116860.43,1
10747,757,France,Male,73,4,132875.08,1,1,1,128431.45,1
10748,541,Spain,Male,55,10,136227.54,3,1,1,147196.74,1
10749,576,France,Female,20,3,0.0,1,1,0,24987.85,0
10750,526,France,Female,55,0,121105.85,2,1,1,44252.1,0
10751,448,France,Female,33,4,0.0,2,1,1,117145.03,0
10752,845,Spain,Male,19,8,0.0,1,0,1,87980.83,0
10753,385,Spain,Male,48,9,55584.4,2,1,1,59236.77,0
10754,815,Germany,Male,45,3,178062.89,1,1,1,42754.6,0
10755,846,France,Male,24,8,109997.68,2,0,0,52864.47,0
10756,836,Germany,Male,47,1,82683.32,2,1,0,72954.01,0
10757,445,Germany,Female,60,3,0.0,1,1,1,38915.41,1
10758,501,France,Male,24,8,0.0,2,1,1,145170.5,0
10759,500,France,Male,53,3,140570.16,1,0,0,29524.44,1
10760,539,France,Female,46,4,0.0,2,1,1,148052.95,0
10761,573,France,Male,41,10,102052.53,2,0,0,128655.59,0
10762,386,France,Female,69,7,86756.88,2,0,1,72125.47,1
10763,617,France,Female,56,0,0.0,2,1,1,114875.21,0
10764,718,France,Female,21,0,0.0,1,0,1,105654.56,0
10765,532,Germany,Female,46,8,188251.81,4,1,0,43793.73,1
10766,362,France,Male,61,8,0.0,1,0,0,60774.46,1
10767,628,Germany,Male,22,3,62238.49,2,1,0,84271.55,0
10768,566,Spain,Female,72,1,89935.97,1,1,1,101108.96,1
10769,704,Germany,Female,46,8,0.0,4,1,0,88290.82,1
10770,710,Spain,Male,47,3,32323.21,2,1,0,78853.31,0
10771,635,France,Female,46,5,58567.12,2,1,1,74825.56,0
10772,622,Spain,Male,43,0,135901.6,1,1,1,82265.71,0
10773,718,France,Female,36,8,0.0,2,1,1,73637.46,0
10774,411,France,Male,43,4,158500.34,2,1,1,88079.56,0
10775,433,Germany,Female,54,2,0.0,2,1,0,134878.02,1
10776,717,France,Female,44,3,0.0,1,1,1,100431.96,0
10777,566,France,Male,47,0,13670.34,1,1,1,112553.82,0
10778,691,Spain,Male,68,8,2518.52,1,1,0,95660.22,1
10779,746,Germany,Male,70,7,179644.7,1,1,1,101807.39,1
10780,536,Spain,Female,47,3,0.0,1,0,0,93077.23,0
10781,368,France,Female,20,1,70365.38,1,1,0,18626.98,0
10782,526,Spain,Female,60,8,46518.93,1,1,1,149945.78,0
10783,449,France,Female,24,3,123377.16,1,1,1,19537.25,0
10784,745,Spain,Female,66,8,101800.44,1,1,1,68344.98,0
10785,794,Germany,Male,74,9,198319.56,3,0,1,29190.62,1
10786,582,Spain,Male,26,2,196643.2,2,1,1,28085.34,0
10787,752,Germany,Female,70,6,127004.91,1,1,1,122126.14,1
10788,425,France,Male,58,6,88574.1,2,1,1,72499.98,0
10789,614,Spain,Male,59,9,0.0,2,1,1,123153.73,0
10790,804,Germany,Male,30,3,136495.81,3,1,0,51826.17,1
10791,633,France,Male,32,1,0.0,1,1,0,49622.48,0
10792,555,Germany,Female,71,10,65670.41,1,1,0,48916.24,1
10793,572,France,Male,22,8,0.0,4,1,1,98179.66,0
10794,733,Spain,Female,46,3,14672.15,1,1,1,125024.92,0
10795,401,Germany,Male,52,7,0.0,1,1,1,76055.24,0
10796,688,Spain,Male,44,1,97050.65,1,1,0,66198.6,0
10797,716,France,Male,44,7,156954.86,1,0,1,146433.24,0
10798,493,Spain,Female,25,10,97099.18,4,0,0,30761.79,1
10799,722,Spain,Female,49,9,0.0,1,0,0,80695.41,0
10800,418,Germany,Female,37,4,16470.6,3,1,1,70145.85,1
10801,448,France,Female,27,6,110059.1,4,1,1,28247.09,0
10802,745,France,Female,30,6,0.0,2,1,1,51207.05,0
10803,374,Spain,Female,46,8,122986.84,1,1,0,18839.56,1
10804,785,France,Female,52,2,195437.55,1,1,0,133388.83,1
10805,728,Spain,Female,71,9,0.0,1,1,1,97059.69,0
10806,818,Spain,Male,25,3,42425.08,1,0,0,125027.5,0
10807,833,Germany,Male,46,9,94618.91,2,1,0,85409.85,0
10808,402,Spain,Female,48,3,193722.76,1,0,0,95933.83,1
10809,500,Spain,Female,58,9,154361.96,3,0,1,109615.35,1
10810,493,France,Male,47,4,179645.84,2,0,1,137581.57,0
10811,406,France,Female,39,5,66742.97,2,0,1,27386.5,0
10812,388,France,Female,38,2,198407.69,2,0,1,59678.03,0
10813,458,France,Male,29,3,20566.56,1,1,1,110718.54,0
10814,530,Spain,Female,28,2,0.0,1,0,1,144377.33,0
10815,391,Spain,Male,19,1,171120.53,1,1,1,147409.0,0
10816,535,Spain,Male,67,9,185452.97,1,0,1,101143.91,1
10817,772,Germany,Male,58,8,0.0,2,0,0,41135.79,0
10818,747,Germany,Male,19,0,0.0,1,1,1,31093.2,0
10819,572,Germany,Female,51,1,0.0,1,1,0,142715.89,1
10820,471,Spain,Male,20,7,20901.51,4,1,0,73580.24,1
10821,482,Spain,Male,33,6,41883.96,1,1,1,41300.16,0
10822,512,France,Male,68,0,0.0,2,1,0,141075.49,1
10823,564,France,Male,21,4,133572.04,1,1,1,29110.78,0
10824,570,France,Male,40,9,155710.61,1,1,1,113492.1,0
10825,584,Germany,Female,74,5,0.0,2,1,0,99410.51,1
10826,680,Germany,Male,67,4,0.0,3,0,1,26844.18,1
10827,495,France,Female,37,3,159497.8,1,1,1,60731.09,0
10828,588,France,Female,42,0,0.0,1,1,0,35240.64,0
10829,425,Germany,Male,47,6,0.0,1,1,1,96607.31,0
10830,358,France,Female,35,8,112222.02,1,1,1,79410.26,0
10831,423,France,Male,59,5,106701.72,1,0,0,15577.14,1
10832,791,Germany,Male,28,2,164690.61,2,1,0,146720.93,0
10833,841,France,Male,46,9,196345.44,1,0,0,62193.93,0
10834,750,France,Male,34,3,82208.51,1,1,0,49857.59,0
10835,602,Spain,Male,43,9,0.0,2,0,0,45029.8,0
10836,579,Germany,Female,73,4,19952.6,1,0,1,36440.15,1
10837,356,Spain,Male,74,0,155366.27,1,1,0,149883.51,1
10838,523,France,Female,40,4,0.0,4,1,1,54839.78,1
10839,490,France,Male,73,0,7878.03,1,0,0,69744.32,1
10840,517,France,Female,69,8,0.0,2,1,0,132633.05,0
10841,519,Spain,Male,65,6,122128.55,1,0,1,101654.81,1
10842,742,Germany,Male,37,2,0.0,1,0,1,64773.75,0
10843,783,France,Male,62,8,184806.9,1,0,1,136274.34,0
10844,632,Germany,Male,19,1,15534.48,1,1,0,116212.77,0
10845,471,France,Male,41,6,186001.34,1,1,1,45766.57,0
10846,543,France,Female,48,8,141427.5,1,1,0,101904.76,1
10847,354,France,Male,44,5,65942.44,2,1,0,139523.8,0
10848,378,France,Female,19,9,78150.07,2,0,0,82022.22,0
10849,514,Spain,Female,74,4,148161.87,1,1,1,114037.67,1
10850,771,Spain,Female,31,6,120294.22,2,1,0,146099.01,0
10851,688,France,Male,21,5,0.0,2,0,1,108205.91,0
